TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,AUTO_GYRO_ROTATION_RATE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,CAM_STATUS
3114,03:04:11,1074,F,LAUNCH_PAD,0.8,28.0,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:12,1075,F,LAUNCH_PAD,0.8,28.1,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:13,1076,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:14,1077,F,LAUNCH_PAD,0.9,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:15,1078,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:16,1079,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:17,1080,F,LAUNCH_PAD,1.1,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:18,1081,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:19,1082,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:20,1083,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:21,1084,F,DESCENT,0.8,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:22,1085,F,LAUNCH_PAD,1.1,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:23,1086,F,LAUNCH_PAD,1.1,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:24,1087,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:25,1088,F,LAUNCH_PAD,1.1,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:26,1089,F,LAUNCH_PAD,0.7,28.1,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:27,1090,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:28,1091,F,DESCENT,0.8,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:29,1092,F,DESCENT,1.0,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:30,1093,F,LAUNCH_PAD,1.0,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:31,1094,F,LAUNCH_PAD,1.0,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:32,1095,F,LAUNCH_PAD,0.7,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:33,1096,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:34,1097,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:35,1098,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:36,1099,F,LAUNCH_PAD,0.6,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:37,1100,F,APOGEE,0.9,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:38,1101,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:39,1102,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:40,1103,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:41,1104,F,LAUNCH_PAD,0.8,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:42,1105,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:43,1106,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:44,1107,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:45,1108,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:46,1109,F,LAUNCH_PAD,0.7,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:47,1110,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:48,1111,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:49,1112,F,LAUNCH_PAD,0.8,28.1,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:50,1113,F,LAUNCH_PAD,0.8,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:51,1114,F,LAUNCH_PAD,0.6,28.1,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:52,1115,F,LAUNCH_PAD,0.6,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:53,1116,F,DESCENT,0.8,28.1,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:54,1117,F,DESCENT,0.6,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:55,1118,F,LAUNCH_PAD,0.9,28.1,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:56,1119,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:57,1120,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:58,1121,F,LAUNCH_PAD,0.8,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:04:59,1122,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:00,1123,F,LAUNCH_PAD,0.8,28.2,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:01,1124,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:02,1125,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,-1,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:03,1126,F,LAUNCH_PAD,0.8,28.2,100.4,8.0,0,2,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:04,1127,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:05,1128,F,LAUNCH_PAD,0.9,28.2,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:06,1129,F,LAUNCH_PAD,1.0,28.2,100.4,8.1,0,0,0,1,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:07,1130,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:08,1131,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:09,1132,F,LAUNCH_PAD,0.8,28.2,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:10,1133,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:11,1134,F,APOGEE,0.8,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:12,1135,F,LAUNCH_PAD,0.5,28.2,100.4,8.0,0,0,0,0,-1,-10,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:13,1136,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:14,1137,F,LAUNCH_PAD,0.4,28.2,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:15,1138,F,LAUNCH_PAD,0.7,28.2,100.4,7.8,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:16,1139,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:17,1140,F,LAUNCH_PAD,0.5,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:18,1141,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:19,1142,F,LAUNCH_PAD,0.8,28.2,100.4,8.1,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:20,1143,F,LAUNCH_PAD,0.9,28.2,100.4,7.9,0,0,0,0,-1,-9,0.6,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:21,1144,F,DESCENT,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:22,1145,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:23,1146,F,LAUNCH_PAD,0.6,28.2,100.4,8.1,0,-1,0,0,-1,-8,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:24,1147,F,LAUNCH_PAD,0.6,28.2,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:25,1148,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:26,1149,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:27,1150,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,1,-1,-9,0.6,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:28,1151,F,LAUNCH_PAD,0.5,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:29,1152,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,1,-1,-9,0.6,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:30,1153,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:31,1154,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:32,1155,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,3,0,0,-1,-10,0.5,-0.4,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:33,1156,F,LAUNCH_PAD,0.5,28.2,100.4,8.1,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:34,1157,F,LAUNCH_PAD,0.6,28.2,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:35,1158,F,LAUNCH_PAD,0.8,28.2,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:36,1159,F,LAUNCH_PAD,0.3,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:37,1160,F,LAUNCH_PAD,0.8,28.2,100.4,7.9,0,-1,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:38,1161,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:39,1162,F,LAUNCH_PAD,0.5,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:40,1163,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:41,1164,F,LAUNCH_PAD,0.6,28.2,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:42,1165,F,LAUNCH_PAD,0.6,28.2,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:43,1166,F,LAUNCH_PAD,0.5,28.2,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:44,1167,F,LAUNCH_PAD,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:45,1168,F,LAUNCH_PAD,0.5,28.2,100.4,7.8,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:46,1169,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:47,1170,F,LAUNCH_PAD,0.8,28.2,100.4,8.0,0,0,0,0,-1,-9,0.6,-0.3,0.3,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:48,1171,F,LAUNCH_PAD,0.4,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:49,1172,F,LAUNCH_PAD,0.7,28.2,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:50,1173,F,DESCENT,0.7,28.2,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:51,1174,F,LAUNCH_PAD,0.5,28.2,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:52,1175,F,LAUNCH_PAD,0.6,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:53,1176,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:54,1177,F,LAUNCH_PAD,0.7,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:55,1178,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:56,1179,F,LAUNCH_PAD,0.7,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:57,1180,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:58,1181,F,LAUNCH_PAD,0.7,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:05:59,1182,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:00,1183,F,LAUNCH_PAD,0.7,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:01,1184,F,LAUNCH_PAD,0.5,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:02,1185,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:03,1186,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:04,1187,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:05,1188,F,LAUNCH_PAD,0.8,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:06,1189,F,LAUNCH_PAD,0.4,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:07,1190,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:08,1191,F,LAUNCH_PAD,0.2,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:09,1192,F,LAUNCH_PAD,0.6,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:10,1193,F,LAUNCH_PAD,0.6,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:11,1194,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:12,1195,F,LAUNCH_PAD,0.5,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:13,1196,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:14,1197,F,LAUNCH_PAD,0.6,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:15,1198,F,LAUNCH_PAD,0.4,28.3,100.4,8.0,0,0,0,1,-1,-10,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:16,1199,F,LAUNCH_PAD,0.5,28.3,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:17,1200,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:18,1201,F,LAUNCH_PAD,0.6,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:19,1202,F,LAUNCH_PAD,0.7,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:20,1203,F,LAUNCH_PAD,0.6,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:21,1204,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:22,1205,F,LAUNCH_PAD,0.5,28.3,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:23,1206,F,LAUNCH_PAD,0.6,28.3,100.4,8.0,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:24,1207,F,LAUNCH_PAD,0.5,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:25,1208,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,2,0,0,-1,-10,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:26,1209,F,LAUNCH_PAD,0.6,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.3,0.4,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:27,1210,F,LAUNCH_PAD,0.7,28.3,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:28,1211,F,LAUNCH_PAD,0.5,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:29,1212,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:30,1213,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:31,1214,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:32,1215,F,LAUNCH_PAD,0.6,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:33,1216,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:34,1217,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:35,1218,F,LAUNCH_PAD,0.6,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:36,1219,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:37,1220,F,LAUNCH_PAD,0.5,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:38,1221,F,LAUNCH_PAD,0.2,28.4,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:39,1222,F,LAUNCH_PAD,0.4,28.4,100.4,7.9,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:40,1223,F,LAUNCH_PAD,0.4,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:41,1224,F,LAUNCH_PAD,0.6,28.4,100.4,7.9,0,0,0,1,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:42,1225,F,LAUNCH_PAD,0.6,28.4,100.4,8.1,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
3114,03:06:43,1226,F,LAUNCH_PAD,0.6,28.4,100.4,8.0,0,0,0,0,-1,-9,0.5,-0.2,0.5,47.0,,0.0,0.0,0.0,0,,0
